name,static_instructions_case_int-bounds_O0,dynamic_instructions_case_int-bounds_O0
extr_linuxdriversdmaqcomhidma.c_hidma_free_msis.c,5,5
extr_linuxdriverscdromcdrom.c_cdrom_is_dvd_rw.c,20,20
extr_linuxdriversnetethernetqlogicqedqed_vf.h_qed_vf_set_vf_start_tunn_update_param.c,5,5
extr_labenginecodeuiui_atoms.c_UI_CursorInRect.c,15,15
extr_linuxdriversgpudrmamdamdgpuamdgpu_object.h_amdgpu_bo_size.c,9,9
extr_FFmpeglibavcodecdca_core.c_rand_x96.c,14,14
extr_reactosdlldirectxwined3dcompiler_43bytecodewriter.c_d3d9_dstmod.c,19,19
extr_labenginecoderenderercommontr_image_png.c_BufferedFileSkip.c,24,24
extr_linuxdriversblockcryptoloop.c_cryptoloop_ioctl.c,9,9
extr_Mirai-Source-Codemiraibotattack_app.c_attack_app_proxy.c,8,8
extr_linuxdrivershwmonlm75.c_lm75_is_volatile_reg.c,11,11
extr_reactosdll3rdpartylibtifftif_dumpmode.c_DumpModeSeek.c,20,20
extr_linuxdriversnetwirelessrealtekrtl8192cuhalrtl8192cusbrtl8192cu_xmit.c_rtw_get_ff_hwaddr.c,15,15
extr_linuxsoundsoccodecswm8960.c_wm8960_volatile.c,11,11
extr_linuxdriversmediadvb-coredvb_net.c_get_if.c,15,15
extr_linuxdriversgpudrmmsmdispdpu1dpu_hw_sspp.c__sspp_subblk_offset.c,35,35
extr_reactosdllwin32iphlpapiifenum_reactos.c_isInterface.c,11,11
extr_linuxlibrandom32.c_prandom_u32_state.c,65,65
extr_reactoswin32ssuseruser32controlsbutton.c_get_button_type.c,7,7
extr_linuxdriversptpptp_chardev.c_ptp_open.c,7,7
extr_rufussrclibcdiodriverds.c__cdio_list_node_next.c,12,12
extr_linuxdriversextconextcon-sm5502.c_sm5502_parse_irq.c,21,21
extr_linuxdriversttyhvchvc_console.c_hvc_console_setup.c,18,18
extr_linuxtoolsperfui..utilmachine.h_machine__is_default_guest.c,16,16
extr_linuxdriversgpudrmi915i915_trace.h_trace_i915_request_out.c,5,5
extr_linuxdriversnvmetarget..hostnvme.h_nvme_nvm_unregister_sysfs.c,5,5
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821aephy.c__rtl8821ae_phy_get_chnl_index.c,19,19
extr_linuxarchshboardsmach-x3protoilsel.c_ilsel_offset.c,8,8
extr_reactosdllwin32mspatchalzx.c_LZXreset.c,39,39
extr_linuxdriversmediadvb-frontendsdibx000_common.c_dibx000_i2c_func.c,6,6
extr_linuxdriversscsilpfclpfc_debugfs.c_lpfc_idiag_mbxacc_dump_issue_mbox.c,6,6
extr_reactossdktoolsfattenfatfsoptionccsbcs.c_ff_wtoupper.c,16,16
extr_linuxdriversnetwirelessbroadcombrcm80211brcmutild11.c_brcmu_d11_attach.c,15,15
extr_linuxdriversstagingrtl8712rtl871x_pwrctrl.c_register_task_alive.c,10,10
extr_nodemcu-firmwareapplualparser.c_block_follow.c,11,11
extr_linuxfsafsinode.c_afs_iget5_pseudo_dir_test.c,7,7
extr_linuxfsnfsnfs3client.c_nfs_init_server_aclclient.c,15,15
extr_linuxnetbluetoothhci_event.c_eir_get_length.c,28,31
extr_linuxkernelirqsettings.h_irq_settings_is_nested_thread.c,8,8
extr_linuxdriversstagingrtl8723bscorertw_wlan_util.c_is_client_associated_to_ap.c,19,19
extr_linuxdriversmfdwm8350-regmap.c_wm8350_precious.c,12,12
extr_labenginecodedeepminddmlab_connect.c_dmlab_action_continuous_bounds.c,8,8
extr_linuxblockbfq-cgroup.c_bfqg_stats_update_io_add.c,7,7
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_REG_A5XX_VPC_VARYING_PS_REPL.c,8,8
extr_linuxarchumos-Linuxirq.c_os_event_mask.c,13,13
extr_linuxdriversmacintoshadb-iop.c_adb_iop_autopoll.c,6,6
extr_linuxdriverspinctrlzte..pinmux.h_pinmux_generic_free_functions.c,5,5
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_SP_DS_PARAM_REG_TOTALGSOUTVAR.c,9,9
extr_swayswaytreeworkspace.c_set_workspace.c,11,11
extr_netdatacollectorscgroups.plugincgroup-network.c_iface_is_eligible.c,12,12
extr_curltestslibteststub_gssapi.c_gss_display_name.c,9,9
extr_linuxdriversmediaceccec-pin.c_rx_error_inj.c,9,9
extr_linuxdriversnetwirelessathath10kdebug.h_ath10k_sta_update_rx_tid_stats.c,12,12
extr_openpilotpandaboardsafety.h_get_ts_elapsed.c,15,15
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_RB_COPY_DEST_BASE_BASE.c,10,10
extr_linuxdriversstagingcomedidriversamplc_pci224.c_pci224_clk_config.c,12,12
extr_linuxsoundaoacodecstas.c_tas_snd_bass_info.c,18,18
extr_linuxdriversiiopressurest_pressure.h_st_press_allocate_ring.c,6,6
extr_linuxdriversnetethernetmellanoxmlx5coreen_fs.c_mlx5e_set_inner_ttc_ft_params.c,16,16
extr_linuxnetschedcls_api.c_tcf_exts_dump_stats.c,7,7
extr_linuxdriversgpudrmmesonmeson_venc.c_to_signed.c,11,11
extr_linuxkernelschedautogroup.h_autogroup_task_group.c,7,7
extr_linuxdriversmediadvb-frontendsatbm8830.c_atbm8830_get_tune_settings.c,13,13
extr_linuxdriversnetethernettinetcp_ethss.c_gbe_hwtstamp_get.c,8,8
extr_mongooseexamplesNXP_LPC4088LPCXpressoMongoose_LPC4088_QSB_BMexamplesrcmain.c_mg_lwip_mgr_schedule_poll.c,5,5
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_70.c,15,15
extr_linuxdriversgpudrmamdpowerplayhwmgrvega10_hwmgr.c_vega10_setup_default_single_dpm_table.c,14,14
extr_linuxdriversnetwirelessinteliwlwifimvmrs.c_rs_rate_scale_clear_window.c,17,17
extr_linuxtoolsperfbench..utilxyarray.h_xyarray__max_y.c,7,7
extr_linuxnetbridgebr_stp.c_br_become_designated_port.c,24,24
extr_linuxarcharm64kerneldebug-monitors.c_clear_regs_spsr_ss.c,10,10
extr_linuxfspstoreram.c_ramoops_pstore_open.c,17,17
extr_linuxdriversinfinibandhwmthcamthca_mr.c_adjust_key.c,14,14
extr_How-to-Make-a-Computer-Operating-Systemsrcsdksrclibcsrcstdiosupport_bufio.c_bufcon_lenp.c,12,12
extr_linuxarchpowerpcplatformscellspufsfile.c_spufs_class2_intrs.c,13,13
extr_emscriptentestsnbody-javanbody_Body.c___DELETE_nbody_Body.c,6,6
extr_rufussrcext2fskernel-list.h___list_del.c,12,12
extr_linuxmmmemory-failure.c_hwpoison_filter.c,6,6
extr_linuxdriversgpudrmmsmdispmdp5mdp5_ctl.c_mdp_ctl_flush_mask_cursor.c,16,16
extr_linuxkerneltracering_buffer.c_rb_is_head_page.c,21,21
extr_h2odepspicotlsdepscifrasrccurve25519.donna.c_swap_conditional.c,40,303
extr_linuxdriversnetethernetapmxgenexgene_enet_hw.h_xgene_enet_ring_owner.c,8,8
extr_linuxdriversnetwirelessrealtekrtlwifistats.c_rtl_query_rxpwrpercentage.c,12,12
extr_linuxsoundisaad1816aad1816a_lib.c_snd_ad1816a_info_single.c,26,26
extr_linuxdriversmediausbcx231xxcx231xx-video.c_cx231xx_enable_analog_tuner.c,6,6
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_COND_WRITE_3_MASK.c,9,9
extr_mpvaudiochmap_sel.c_mp_chmap_sel_add_any.c,7,7
extr_emscriptensystemliblibcmuslsrcprocessposix_spawnattr_sched.c_posix_spawnattr_setschedpolicy.c,7,7
extr_labenginecodegameai_dmq3.c_BotSameTeam.c,13,13
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_GRAS_2D_SRC_TL_X_X.c,9,9
extr_linuxdriversnetwirelessinteliwlwifiiwl-trans.h_rxb_offset.c,7,7
extr_linuxdriversnetwirelessralinkrt2x00rt2x00queue.h_rt2x00queue_empty.c,10,10
extr_linuxdriversgpudrmomapdrmdssdispc.c__dispc_mgr_size_ok.c,17,17
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VFD_CONTROL_0_TOTALATTRTOVS.c,9,9
extr_emscriptentestslzmalzmaLzFind.c_MatchFinder_GetNumAvailableBytes.c,9,9
extr_linuxdriversnetwirelessatmelat76c50x-usb.c_at76_calc_padding.c,21,21
extr_linuxdriversstagingmediamt9t031mt9t031.c_mt9t031_runtime_suspend.c,6,6
extr_linuxdriverscharagpfrontend.c_agp_remove_file_private.c,17,17
extr_linuxblockpartitionsmsdos.c_parse_freebsd.c,8,8
extr_linuxsoundhdahdmi_chmap.c_hdmi_debug_channel_mapping.c,6,6
extr_linuxsoundsoccodecsmax98925.c_max98925_volatile_register.c,12,12
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VPC_VARYING_INTERP_MODE_C9.c,9,9
extr_kphp-kdbtexttext-index.c_percent.c,16,16
extr_linuxmmhugetlb.c_free_gigantic_page.c,6,6
extr_php-srcextmbstringlibmbflfiltersmbfilter_euc_cn.c_mbfl_filt_ident_euccn.c,19,19
extr_openpilotphonelibsnanovgnanovg.c_nvg__ptEquals.c,26,26
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_SP_VS_PVT_MEM_PARAM_REG_HWSTACKOFFSET.c,9,9
extr_linuxdriverss390netqeth_core_main.c_qeth_card_hw_is_reachable.c,19,19
extr_opensslcryptodhdh_meth.c_DH_meth_set0_app_data.c,10,10
extr_linuxtoolsperfutilhist.h_advance_hpp.c,15,15
extr_linuxdriversnetethernetrealtek8139too.c_rtl8139_tune_twister.c,6,6
extr_darwin-xnubsdnetpf_if.c_pfi_match_addr.c,8,8
extr_linuxnetrfkillcore.c_user_state_from_blocked.c,16,16
extr_linuxdriversthermaltegra..thermal_core.h_thermal_cooling_device_stats_update.c,6,6
extr_linuxdriversscsiesas2resas2r.h_esas2r_targ_get_id.c,11,11
extr_darwin-xnubsdpthreadpthread_shims.c_proc_get_register.c,8,8
extr_obs-studiolibobsgraphicsaxisang.h_axisang_copy.c,22,22
extr_linuxdriversmediai2cm5molsm5mols_core.c_m5mols_enum_mbus_code.c,18,18
extr_linuxdriversgpudrmmsmedpedp.xml.h_EDP_MISC1_MISC0_MISC1.c,9,9
extr_linuxdriversusbdwc2params.c_dwc2_set_param_otg_cap.c,20,20
extr_opensslcryptotsts_rsp_utils.c_TS_TST_INFO_get_tsa.c,7,7
extr_linuxarchx86kvmx86.h_kvm_clear_exception_queue.c,9,9
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_cmd.c_rtw_cmd_clr_isr.c,9,9
extr_FFmpeglibavfilteravf_showspectrum.c_scale_magnitudes.c,20,20
extr_linuxdriversiommuexynos-iommu.c_lv2ent_offset.c,11,11
extr_reactosbasesystemdiskpartexpand.c_expand_main.c,7,7
extr_linuxdriversnetethernetcaviumthundernic.h_pass1_silicon.c,18,18
extr_linuxfsfcntl.c_rw_hint_valid.c,11,11
extr_linuxfsnamespace.c_mnt_get_writers.c,7,7
extr_linuxdriversxen..pcipci.h_pci_aer_clear_fatal_status.c,5,5
extr_linuxkernelaudit.h_audit_hash_ino.c,9,9
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_28nm_8960_PHY_TIMING_CTRL_2_CLK_PREPARE.c,9,9
extr_githttp.c_needs_quote.c,16,16
extr_linuxdriversplatformx86pvpanic.c_pvpanic_walk_resources.c,18,18
extr_linuxsoundpcials4000.c_snd_als4000_create_gameport.c,8,8
extr_linuxdriverss390ciovfio_ccw_cp.c_pfn_array_table_iova_pinned.c,20,20
extr_darwin-xnubsdvfsvfs_support.c_nop_offtoblk.c,9,9
extr_linuxdriversstagingfbtftfbtft-core.c_fbtft_register_backlight.c,5,5
extr_darwin-xnuosfmkkernzalloc.c_mach_zone_get_zlog_zones.c,8,8
extr_darknetsrcactivations.h_lhtan_activate.c,24,24
extr_tenginesrcstreamngx_stream_variables.c_ngx_stream_variable_binary_remote_addr.c,23,23
extr_linuxdriversnetethernetbrocadebnabna_tx_rx.c_bna_tx_sm_failed_entry.c,5,5
extr_linuxsoundpcirme32.c_snd_rme32_convert_from_aes.c,35,35
extr_linuxdriversinfinibandcorecm_msgs.h_cm_req_set_path_mtu.c,14,14
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VPC_VARYING_INTERP_MODE_C4.c,9,9
extr_linuxdriversttyserialamba-pl011.c_pl011_dma_tx_start.c,6,6
extr_linuxdriversnetwirelessrealtekrtl8xxxurtl8xxxu_core.c_rtl8xxxu_gen1_channel_to_group.c,12,12
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_STENCILREFMASK_BF_STENCILMASK.c,9,9
extr_mpvvideoouthwdechwdec_cuda.c_mapper_unmap.c,5,5
extr_linuxdriversnetethernetamdxgbexgbe-phy-v1.c_xgbe_phy_stop.c,5,5
extr_linuxdriversblockdrbddrbd_vli.h_bitstream_cursor_advance.c,22,22
extr_linuxdriversgpudrmamdamdgpudce_v6_0.c_dce_v6_0_set_powergating_state.c,7,7
extr_linuxdriversiiolighttsl2563.c_tsl2563_calib_adc.c,16,16
extr_linuxdriverscpuidledriver.c___cpuidle_unset_driver.c,8,8
extr_linuxdriversmediaplatformdavincivpfe_capture.c_vpfe_suspend.c,6,6
extr_linuxdriversgpudrmnouveaunouveau_led.h_nouveau_led_fini.c,5,5
extr_linuxfsdlmrecover.c__set_recover_status.c,10,10
extr_linuxarcharmmmcache-xsc3l2.c_l2_unmap_va.c,5,5
extr_hashcatsrcmodulesmodule_09700.c_module_init.c,203,203
extr_linuxdriversirqchipirq-bcm7038-l1.c_reg_mask_set.c,12,12
extr_micropythondriverscc3100srcnetapp.c_CopyPingResultsToReport.c,30,30
extr_obs-studiolibobsobs-hotkey.c_modifiers_match.c,29,29
extr_linuxdriversnetethernetsunniu.c_tcam_get_index.c,21,21
extr_opensslcryptostorestore_register.c_OSSL_STORE_LOADER_set_eof.c,10,10
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_RB_STENCILMASK_MASK.c,9,9
extr_linuxarchx86kvmsvm.c_nmi_interception.c,6,6
extr_SoftEtherVPNsrcCedarCedar.c_AddTraffic.c,50,50
extr_linuxdriversttyserialarc_uart.c_arc_serial_verify_port.c,19,19
extr_linuxdriversmediaplatformdavincidm355_ccdc.c_ccdc_set_pixel_format.c,24,24
extr_linuxdriversnetdsamv88e6060.c_mv88e6060_port_to_phy_addr.c,12,12
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_GRAS_SC_WINDOW_SCISSOR_BR_X.c,9,9
extr_darwin-xnubsdkernkern_sig.c_sigaltstack_kern_to_user64.c,18,18
extr_linuxarchx86kvmpmu.c_is_vmware_backdoor_pmc.c,11,11
extr_linuxdriversnetethernetamdxgbexgbe-phy-v1.c_xgbe_phy_an_mode.c,6,6
extr_linuxdriversclkclk.c_clk_debug_register.c,5,5
extr_linuxdriversgpudrmi915selftests..intel_uc_fw.h_intel_uc_fw_type_repr.c,16,16
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_RB_2D_DST_SIZE_PITCH.c,10,10
extr_linuxtoolstestingselftestsx86sigreturn.c_LDT3.c,9,9
extr_linuxdriversvideofbdevatyradeon_monitor.c_radeon_fixup_panel_info.c,5,5
extr_emscriptentestsnbody-javajava_util_LinkedList.c___DELETE_java_util_LinkedList.c,6,6
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_VFD_CONTROL_3_REGID_VTXCNT.c,9,9
extr_hashcatsrcemu_general.c_get_local_size.c,6,6
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VPC_VARYING_PS_REPL_MODE_C5.c,9,9
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_28nm_PHY_PLL_SDM_CFG0_BYP_DIV.c,9,9
extr_linuxdriversgpudrmgma500cdv_intel_dp.c_cdv_intel_dp_link_required.c,12,12
extr_opensslcryptobiobio_lib.c_BIO_get_data.c,7,7
extr_labenginecodenullnull_glimp.c_GLimp_EnableLogging.c,5,5
extr_linuxkernellockingosq_lock.c_encode_cpu.c,7,7
extr_linuxdriversscsismartpqismartpqi_init.c_pqi_interpret_task_management_response.c,14,14
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_GRAS_CL_GB_CLIP_ADJ_VERT.c,9,9
extr_linuxdriversnetcanusbgs_usb.c_gs_free_tx_context.c,8,8
extr_linuxdriversscsisnicvnic_wq.h_svnic_wq_desc_avail.c,7,7
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_ctd_type_source_ctl.c,15,15
extr_linuxdriversinfinibandhwqibqib_iba7220.c_qib_7220_sdma_init_early.c,8,8
extr_radare2librbinp..formatmach0mach0_defines.h_SET_LIBRARY_ORDINAL.c,15,15
extr_linuxarchpowerpcsysdevxicsxics-common.c_xics_ipi_mask.c,5,5
extr_linuxdriversscsiibmvscsiibmvfc.c_ibmvfc_set_host_action.c,15,15
extr_darwin-xnubsdkernkern_exec.c_load_return_to_errno.c,14,14
extr_linuxdriversgpudrmvmwgfxvmwgfx_kms.c_vmw_disable_vblank.c,6,6
extr_linuxfssysvitree.c_all_zeroes.c,18,18
extr_reactosmodulesrosteststestsnoexecutenoexecute.c_test.c,7,7
extr_linuxdriversscsiipr.h_ipr_is_gscsi.c,11,11
extr_reactosdllwin32ole32storage32.c_TransactedSharedImpl_GetTransactionSig.c,8,8
extr_linuxdriversmediadvb-frontendsmt352.c_mt352_get_tune_settings.c,13,13
extr_linuxblockbfq-wf2q.c_bfq_update_parent_budget.c,6,6
extr_libuvsrcunixandroid-ifaddrs.c_maxSize.c,12,12
extr_linuxdriversgpudrmstisti_gdp.c_sti_gdp_fourcc2format.c,13,13
extr_linuxsoundpcivia82xx.c_snd_via686_create_gameport.c,8,8
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PIPE_OP_MODE_CSC_SRC_DATA_FORMAT.c,9,9
extr_linuxdriversregulatorcpcap-regulator.c_cpcap_map_mode.c,17,17
extr_linuxfsnfsdnfsfh.h_ino_t_to_u32.c,6,6
extr_tmuxstatus.c_status_prompt_down_history.c,11,11
extr_linuxdriversnetdsab53b53_priv.h_is58xx.c,31,31
extr_linuxnetipv4tcp_input.c_tcp_reset_reno_sack.c,7,7
extr_linuxdriversscsimac_esp.c_mac_esp_unmap_single.c,8,8
extr_linuxdriversgpudrmi915i915_gem_clflush.c_i915_clflush_enable_signaling.c,6,6
extr_linuxdriversgpudrmastast_ttm.c_ast_bo_gpu_offset.c,7,7
extr_linuxdriversmediaplatforms3c-camifcamif-capture.c_s3c_camif_vidioc_g_input.c,10,10
extr_linuxnetbridgebr_private.h___br_vlan_filter_toggle.c,8,8
extr_linuxdriversstagingrtl8188eucorertw_mlme_ext.c_OnAction_ht.c,7,7
extr_linuxdriversnetwirelessinteliwlwifimvmrs.c_rs_free.c,5,5
extr_tigcompathashtab.c_htab_set_functions_ex.c,29,29
extr_linuxdriversttyserialclps711x.c_uart_clps711x_nop_int.c,6,6
extr_linuxarchpowerpckerneliommu.c_should_fail_iommu.c,6,6
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_FS_RENDER_COMPONENTS_RT3.c,9,9
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_movgez_s_Slot_inst_encode.c,7,7
extr_obs-studiolibobsmedia-iovideo-scaler-ffmpeg.c_get_ffmpeg_video_format.c,14,14
extr_linuxdriversgpudrmgma500oaktrail_hdmi_i2c.c_xfer_write.c,7,7
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VFD_DECODE_INSTR_WRITEMASK.c,9,9
extr_linuxtoolsperfbuiltin-stat.c_skip_signal.c,12,12
extr_linuxarchpowerpckvmbook3s_hv.c_xive_interrupt_pending.c,6,6
extr_linuxdriversnetwirelessathath6klhtc_pipe.c_ath6kl_htc_pipe_credit_setup.c,7,7
extr_linuxdriversttyserialioc4_serial.c_null_void_function.c,5,5
extr_linuxdriversnetethernetmellanoxmlx5coreen_rep.h_mlx5e_unregister_vport_reps.c,5,5
extr_linuxdriversmtdchipscfi_cmdset_0001.c_cfi_is_micron_28F00AP30.c,12,12
extr_linuxarcharmnetbpf_jit_32.c_arm_bpf_ldst_imm8.c,29,29
extr_libuitestpage16.c_modelColumnType.c,20,20
extr_nodemcu-firmwareappplatformplatform.h_platform_can_exists.c,12,12
extr_curllibversion.c_curl_version_info.c,11,11
extr_linuxdriverspariscccio-rm-dma.c_ccio_unmap_single.c,8,8
extr_linuxdriversmfddb8500-prcmu.c_fw_project_name.c,14,14
extr_reactosdllwin32ole32storage32.c_BlockChainStream_GetCount.c,7,7
extr_linuxdriversvideofbdevmmpfbmmpfb.c_var_to_pixfmt.c,47,47
extr_linuxtoolsliblockdep......kernellockinglockdep.c_check_chain_key.c,5,5
extr_linuxarchmipspcipcie-octeon.c_device_needs_bus_num_war.c,11,11
extr_linuxdriversgpudrmamdpowerplayhwmgrsmu_helper.c_phm_set_field_to_u32.c,33,33
extr_linuxfsfuseinode.c_sanitize_global_limit.c,13,13
extr_linuxdriversnetethernetfreescalefec_main.c_fec_enet_get_prevdesc.c,15,15
extr_linuxdriversgpudrmradeonatombios_encoders.c_radeon_atom_ext_commit.c,5,5
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_VS_OUT_REG_A_REGID.c,9,9
extr_linuxfsnfsblocklayout..internal.h_nfs_page_array_len.c,13,13
extr_obs-studiodepslibcaptionsrccea708.c_cea708_encode_cc_data.c,16,16
extr_linuxdriverspcicontrollerdwc....pci.h_pci_dev_specific_disable_acs_redir.c,7,7
extr_linuxdriversscsistex.c_stex_halt.c,9,9
extr_darwin-xnubsdkernkern_cs.c_cs_restricted.c,12,12
extr_php-srcextstandardbrowscap.c_is_placeholder.c,18,18
extr_linuxdriverspinctrluniphierpinctrl-uniphier.h_uniphier_pin_get_drvctrl.c,9,9
extr_mpvfiltersfilter.c_mp_pin_get_dir.c,7,7
extr_nodemcu-firmwareapptsl2561tsl2561.c_tsl2561SetAddress.c,7,7
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_TEX_CONST_0_MIPLVLS.c,9,9
extr_obs-studiolibobsaudio-monitoringosx....graphicsgraphics.h_gs_get_total_levels.c,26,83
extr_linuxdriversspispi-lm70llp.c_spidev_to_pp.c,7,7
extr_labenginecodeuiui_main.c_UI_GetIndexFromSelection.c,12,12
extr_linuxnetcephmessenger.c_ceph_con_opened.c,10,10
extr_darwin-xnusecuritymac_alloc.c_mac_mbuf_alloc.c,7,7
extr_linuxnetcaifcfpkt_skbuff.c_cfpkt_tonative.c,6,6
extr_linuxdriversscsiscsi_transport_spi.c_spi_populate_tag_msg.c,13,13
extr_linuxfsnfsflexfilelayout..internal.h_nfs_clear_pnfs_ds_commit_verifiers.c,5,5
extr_reactosdriversfilesystemsbtrfscompress.c_lzo_nextbyte.c,16,16
extr_kphp-kdbtexttext-index.c_delete_first_messages1.c,6,6
extr_linuxdriversnetwirelessintersilorinocoairport.c_airport_hard_reset.c,6,6
extr_tenginesrccorengx_file.c_ngx_test_full_name.c,13,13
extr_reactoswin32ssprintingbasespoolsvrpcstubs.c__RpcAddPrinterConnection.c,6,6
extr_linuxdriversmediapcisaa7164saa7164-encoder.c_saa7164_g_frequency.c,14,14
extr_labenginecodeuiui_players.c_UI_ForceLegsAnim.c,16,16
extr_linuxkernelworkqueue.c_too_many_workers.c,24,24
extr_linuxdriversmediai2ctw9910.c_tw9910_g_tvnorms.c,11,11
extr_linuxarchx86kernelapicmsi.c_pci_msi_get_hwirq.c,8,8
extr_linuxdriversstagingrtlwifibtcoexisthalbtc8822b1ant.c_ex_btc8822b1ant_display_ant_detection.c,5,5
extr_darwin-xnubsdnfsnfs_subs.c_nfstov_type.c,15,15
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_REG_A6XX_VPC_VAR.c,8,8
extr_linuxsoundisaopti9xxmiro.c_snd_miro_info_preamp.c,16,16
extr_numpynumpylinalglapack_litef2c_blas.c_zscal_.c,17,17
extr_linuxnetschedsch_sfb.c_sfb_unbind.c,6,6
extr_linuxcryptorng.c_crypto_rng_report.c,8,8
extr_reactoswin32ssgdigdi32winemfdrvdc.c_MFDRV_StrokeAndFillPath.c,6,6
extr_linuxdriversnetwirelesstiwl18xxmain.c_wl18xx_get_rx_packet_len.c,16,16
extr_SoftEtherVPNsrcMayaquaSecure.c_IsJPKI.c,11,11
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_74.c,18,18
extr_linuxdriversscsicxlflashvlun.c_marshal_virt_to_resize.c,26,26
extr_linuxdriversgpudrmnouveaudispnv04disp.h_nv_match_device.c,18,18
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_ccompare2_Slot_inst_encode.c,7,7
extr_linuxdriversledsleds-is31fl32xx.c_sizeof_is31fl32xx_priv.c,8,8
extr_labenginecodebotlibbe_interface.c_Init_AI_Export.c,230,230
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_RB_MRT_BUF_INFO_COLOR_SWAP.c,9,9
extr_linuxdriversgpudrmamddisplayamdgpu_dmamdgpu_dm.c_dm_check_soft_reset.c,6,6
extr_macvimsrcgui_photon.c_gui_mch_set_sp_color.c,5,5
extr_linuxdriversmediacommonsianosmsendian.c_smsendian_handle_rx_message.c,5,5
extr_linuxdriversnetwirelessmarvellmwifiexmain.h_mwifiex_copy_rates.c,27,27
extr_linuxsounddriversaloop.c_get_cable_index.c,17,17
extr_linuxdriversstagingmediadavinci_vpfevpfe_video.c_vpfe_video_is_pipe_ready.c,17,17
extr_linuxdriversnetethernetintelfm10kfm10k_vf.c_fm10k_configure_dglort_map_vf.c,10,10
extr_labenginecodeclientsnd_main.c_S_ValidSoundInterface.c,68,68
extr_php-srcextstandardcrypt_freesec.c_des_init_local.c,15,15
extr_kphp-kdbvvvv-tl-parse.c___tl_raw_msg_fetch_lookup.c,6,6
extr_linuxkerneltimentp.c_is_error_status.c,9,9
extr_kphp-kdbnetnet-memcache-server.c_mcs_get_start.c,6,6
extr_linuxdriversscsia100u2w.c_init_alloc_map.c,9,9
extr_linuxarchx86kernelapicio_apic.c_arch_dynirq_lower_bound.c,10,10
extr_darwin-xnubsdnetcontent_filter.c_cfil_info_buffer_threshold_exceeded.c,13,13
extr_linuxdriversvideofbdevcorefbcon.c_fbcon_getxy.c,33,33
extr_masscansrctempl-payloads.c_hexval.c,21,21
extr_linuxdriversnetwirelessathath5kdebug.c_reg_stop.c,6,6
extr_obs-studiolibobs-openglgl-subsystem.h_convert_gs_stencil_side.c,21,21
extr_php-srcextphartar.c_phar_tar_number.c,41,41
extr_SoftEtherVPNsrcMayaquaMemory.c_CalcCompress.c,8,8
extr_linuxkernelschedcpudeadline.c_left_child.c,8,8
extr_linuxtoolsthermaltmonsysfs.c_zone_instance_to_index.c,13,13
extr_linuxdriversblockfloppy.c_generic_done.c,9,9
extr_linuxdriversgpudrmamdamdgpuamdgpu_acp.c_acp_wait_for_idle.c,6,6
extr_linuxfsnfsdnfsfh.h_key_len.c,13,13
extr_linuxdriversnetwirelessrealtekrtl8192cuhalrtl8192cusbrtl8192cu_led.c_ResetLedStatus.c,34,34
extr_linuxsoundsocbcmpisound.c_pisnd_output_open.c,8,8
extr_libuitestpage13.c_winClose.c,7,7
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_cyrillic.h_mac_cyrillic_wctomb.c,18,18
